,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
177,18 May 1997,Mike B. Anderson,"After a prank destroys half the town, Bart is shipped away to military school. Lisa, seeking a challenge, decides to enroll with him, but is faced with discrimination as the school's only girl cadet.",25,http://www.imdb.com/title/tt0701259/?ref_=ttep_ep25,7.8,"1,082",8,"After a prank destroys half the town, Bart is shipped away to military school. Lisa, seeking a challenge, decides to enroll with him, but is faced with discrimination as the school's only girl cadet.",The Secret War of Lisa Simpson,"Matt Groening (created by), James L. Brooks (developed by)"
178,21 Sep. 1997,Jim Reardon,"Homer must travel to New York to get his car back, which is illegally parked at World Trade Center Plaza.",1,http://www.imdb.com/title/tt0701230/?ref_=ttep_ep1,9.1,"2,182",9,"After Barney has mysteriously driven the Simpsons' car to New York and abandoned it there the family set out to retrieve it. However it has accrued many parking tickets and a clamp and,whilst Homer is waiting for a parking officer to remove the clamp,he gets caught short and needs the toilet, thereby missing meeting the officer. He decides to take drastic action to remove the clamp,which leads to the family driving home in a severely damaged vehicle.                Written by
don @ minifie-1",The City of New York vs. Homer Simpson,"Matt Groening (created by), James L. Brooks (developed by)"
179,28 Sep. 1997,Steven Dean Moore,"At his 20th anniversary celebration as school principal, Princess pal Skinner is discovered to be an imposter of the real Seymour Skinner.",2,http://www.imdb.com/title/tt0701257/?ref_=ttep_ep2,7.4,"1,294",9,"At his 20th anniversary celebration as school principal, Princess pal Skinner is discovered to be an imposter of the real Seymour Skinner.",The Principal and the Pauper,"Matt Groening (created by), James L. Brooks (developed by)"
180,19 Oct. 1997,Dominic Polcino,"Homer recounts the story of Bart's first day of school, which corresponds with the story of how Lisa got her saxophone.",3,http://www.imdb.com/title/tt0701163/?ref_=ttep_ep3,8.1,"1,099",9,"When Lisa's saxophone gets flattened by a truck,Homer recalls how he came to buy it for her. Bart had just started school but Lisa was so gifted he was told learning an instrument would nurture her talents and he spent the money ear-marked for the air conditioning system on it, even having it engraved - after a fashion. Now is the time to spend what it is left in the air conditioning fund on another sax.                Written by
don @ minifie-1",Lisa's Sax,"Matt Groening (created by), James L. Brooks (developed by)"
181,26 Oct. 1997,Mark Kirkland,"In ""The Homega Man,"" Homer battles mutants after Springfield is annihilated by a neutron bomb. Then, Bart has his DNA mixed with a fly in ""Fly vs. Fly."" Finally, Marge is revealed to be a witch in colonial Springfield in ""Easy Bake Coven.""",4,http://www.imdb.com/title/tt0779679/?ref_=ttep_ep4,8.2,"1,148",9,"In ""The Homega Man,"" Homer battles mutants after Springfield is annihilated by a neutron bomb. Then, Bart has his DNA mixed with a fly in ""Fly vs. Fly."" Finally, Marge is revealed to be a witch in colonial Springfield in ""Easy Bake Coven.""",Treehouse of Horror VIII,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as Chains Hell Brooks)"
182,2 Nov. 1997,Pete Michels,"After a massive soccer riot, Homer decides to invest in a home security system but can't afford the high price. He does the next best thing: He purchases a gun. This is despite Marge's stern opposition to having a gun. Homer plays with the gun like a toy and almost causes an accident at the dinner table. Marge warns Homer to get rid of the gun now; Homer agrees, but Bart finds the gun later in the refrigerator. Marge sees this, takes the gun away and tells Homer she is taking the kids and moving out. Homer eventually is kicked out of the local NRA chapter (for his ...",5,http://www.imdb.com/title/tt0763039/?ref_=ttep_ep5,8.3,"1,207",9,"After a massive soccer riot, Homer decides to invest in a home security system but can't afford the high price. He does the next best thing: He purchases a gun. This is despite Marge's stern opposition to having a gun. Homer plays with the gun like a toy and almost causes an accident at the dinner table. Marge warns Homer to get rid of the gun now; Homer agrees, but Bart finds the gun later in the refrigerator. Marge sees this, takes the gun away and tells Homer she is taking the kids and moving out. Homer eventually is kicked out of the local NRA chapter (for his careless use of the gun), and decides he needs to try to get Marge back. Eventually, he manages to foil Snake's armed robbery at the hotel where Marge is staying. Homer finally gets rid of the gun, but Marge decides to keep it for herself.",The Cartridge Family,"Matt Groening (created by), James L. Brooks (developed by)"
183,9 Nov. 1997,Dominic Polcino,"A damning report on childhood obesity in Springfield leads to the formation of a pee-wee football team. After belittling Ned Flanders, Homer ends up coaching the team, but his favoring of Bart makes him unpopular.",6,http://www.imdb.com/title/tt0701056/?ref_=ttep_ep6,7.7,"1,034",9,"A pee-wee football team forms as a solution to Springfield's growing childhood obesity crisis. When Homer takes over as coach after causing Flanders to quit, he tries to make Bart the star of the team despite his poor performance on the field.                Written by
Attmay",Bart Star,"Matt Groening (created by), James L. Brooks (developed by)"
184,16 Nov. 1997,Steven Dean Moore,Marge must pose as Apu's wife to prevent his upcoming arranged marriage.,7,http://www.imdb.com/title/tt0701267/?ref_=ttep_ep7,7.8,"1,016",9,"Shop-keeper Apu is deemed to be Springfield's most eligible bachelor and dates several women so he is upset to learn that the time has come for his arranged marriage. When Apu's mother turns up in town Homer persuades a reluctant Marge to pose as Apu's wife in order to put off the union but the deception wears thin and they are forced to tell the truth. Fortunately the arranged bride Manjula turns out to be wholly to Apu's liking.                Written by
don @ minifie-1",The Two Mrs. Nahasapeemapetilons,"Matt Groening (created by), James L. Brooks (developed by)"
185,23 Nov. 1997,Neil Affleck,"Another day at Springfield Elementary School, another field trip - this time to an archaeological dig. During the dig, Lisa unearths what appears to be a fossilized human skeleton with wings.",8,http://www.imdb.com/title/tt0701156/?ref_=ttep_ep8,8.0,"1,099",9,"When the school goes on an archaeological dig and unearths what appears to be the skeleton of an angel,Lisa courts controversy by doubting its authenticity,leading to a heated debate between skeptics and believers. When the angel is found to carry the words Prepare for the End,the townsfolk fear that their days are numbered but Lisa is exonerated when the whole exercise proves to be no more than an advertisement for a new shopping mall.                Written by
don @ minifie-1",Lisa the Skeptic,"Matt Groening (created by), James L. Brooks (developed by)"
186,7 Dec. 1997,Swinton O. Scott III,Marge becomes a real-estate agent.,9,http://www.imdb.com/title/tt0779673/?ref_=ttep_ep9,7.6,997,9,"Marge gets a job with Lionel Hutz as a real estate agent but she is so honest in her opinions of the properties that she fails to sell a single house and Hutz tells her she will be fired unless she can make a sale. She succeeds in selling a house which was once the scene of a brutal murder to Ned and Maude Flanders but feels guilty about it and tries to talk them out of the sale. However the house gets destroyed in a police chase and Marge,having handed back the Flanders's money,gets the sack.                Written by
don @ minifie-1",Realty Bites,"Matt Groening (created by), James L. Brooks (developed by)"
187,21 Dec. 1997,Bob Anderson,"On Christmas Eve, Marge admonishes the family not to open presents until 7 a.m. the next morning. Bart finds a way around the directive and opens his gifts at 5 a.m. However, his prized gift - a remote-controlled fire truck - overheats and causes a fire that engulfs the tree and presents. The family investigates and Bart tells them that a burglar has struck. As a result of Kent Brockman's human interest story, the entire town donates gifts and cash to the Simpsons for their ""misfortune."" Eventually, Bart admits the truth, angering his clueless family but angering the ...",10,http://www.imdb.com/title/tt0701176/?ref_=ttep_ep10,7.7,"1,068",9,"On Christmas Eve, Marge admonishes the family not to open presents until 7 a.m. the next morning. Bart finds a way around the directive and opens his gifts at 5 a.m. However, his prized gift - a remote-controlled fire truck - overheats and causes a fire that engulfs the tree and presents. The family investigates and Bart tells them that a burglar has struck. As a result of Kent Brockman's human interest story, the entire town donates gifts and cash to the Simpsons for their ""misfortune."" Eventually, Bart admits the truth, angering his clueless family but angering the town even more (when Brockman finds out the truth). The family is made into outcasts, and Marge's attempt to win the needed funds on ""Jeopardy!"" (to pay everybody back) fails miserably. Eventually, the townspeople loot the Simpsons' home ... save for a dust rag.",Miracle on Evergreen Terrace,"Matt Groening (created by), James L. Brooks (developed by)"
188,4 Jan. 1998,Mark Ervin,"Homer is disappointed when the western he rented turns out to be a musical, so the family reminds him of the musical moments in the show's history.",11,http://www.imdb.com/title/tt0701050/?ref_=ttep_ep11,5.1,"1,230",9,"Homer is disappointed when the western he rented turns out to be a musical, so the family reminds him of the musical moments in the show's history.","All Singing, All Dancing","Matt Groening (created by), James L. Brooks (developed by)"
